ifc_type                  , category              , family_name                              , kbims_code, family                                                                                                                              , type                                                                                                                                , type_id
                          , Floors                , Floor                                    , E25       , Floor: A1-15-01B-화강석(물갈기) (80mm)                                                                                              , Floor: A1-15-01B-화강석(물갈기) (80mm)                                                                                              , Floor: A1-15-01B-화강석(물갈기) (80mm)
IfcIfcColumn              , Structural Columns    , CL111-철근콘크리트구조 기둥 (각형)       , E22       , CL111-철근콘크리트구조 기둥 (각형): CL111-철근콘크리트구조 기둥 (각형)_8-10C3_700x700                                               , CL111-철근콘크리트구조 기둥 (각형): CL111-철근콘크리트구조 기둥 (각형)_8-10C3_700x700                                               , CL111-철근콘크리트구조 기둥 (각형): CL111-철근콘크리트구조 기둥 (각형)_8-10C3_700x700
                          , Roofs                 , Basic Roof                               , E26       ,                                                                                                                                     ,                                                                                                                                     , 
IfcIfcBeam                , Structural Framing    , BM110-철근콘크리트구조 보                , E23       , BM110-철근콘크리트구조 보: BM110-철근 콘크리트구조 보_RG10_500 x 500                                                                , BM110-철근콘크리트구조 보: BM110-철근 콘크리트구조 보_RG10_500 x 500                                                                , BM110-철근콘크리트구조 보: BM110-철근 콘크리트구조 보_RG10_500 x 500
                          , Floors                , Floor                                    , E251      , Floor: SL110-철근콘크리트구조 바닥_B2-1S1_THK150                                                                                    , Floor: SL110-철근콘크리트구조 바닥_B2-1S1_THK150                                                                                    , Floor: SL110-철근콘크리트구조 바닥_B2-1S1_THK150
IfcIfcBeam                , Structural Framing    , BM110-철근콘크리트구조 보                , E23       , BM110-철근콘크리트구조 보: BM110-철근 콘크리트구조 보_2-10G12_600 x 400                                                             , BM110-철근콘크리트구조 보: BM110-철근 콘크리트구조 보_2-10G12_600 x 400                                                             , BM110-철근콘크리트구조 보: BM110-철근 콘크리트구조 보_2-10G12_600 x 400
IfcIfcSlab                , Floors                , Floor                                    , E251      , Floor: SL110-철근콘크리트구조 바닥_RS2_THK150                                                                                       , Floor: SL110-철근콘크리트구조 바닥_RS2_THK150                                                                                       , Floor: SL110-철근콘크리트구조 바닥_RS2_THK150
                          , Structural Framing    , BM110-철근콘크리트구조 보                , E23       , BM110-철근콘크리트구조 보: BM110-철근 콘크리트구조 보_B1-1G5_500 x 850                                                              , BM110-철근콘크리트구조 보: BM110-철근 콘크리트구조 보_B1-1G5_500 x 850                                                              , BM110-철근콘크리트구조 보: BM110-철근 콘크리트구조 보_B1-1G5_500 x 850
                          , Structural Framing    , BM114-꺾임 보                            , E23       , BM114-꺾임 보: BM114-꺾임 보_1WG2_400x600                                                                                           , BM114-꺾임 보: BM114-꺾임 보_1WG2_400x600                                                                                           , BM114-꺾임 보: BM114-꺾임 보_1WG2_400x600
                          , Generic Models        , SE251-기본주차                           , E77       , SE251-기본주차: SE251-기본주차 경형                                                                                                 , SE251-기본주차: SE251-기본주차 경형                                                                                                 , SE251-기본주차: SE251-기본주차 경형
                          , Walls                 , Basic Wall                               , E24       , Basic Wall: WA110-철근콘크리트구조 벽_BW4_T400                                                                                      , Basic Wall: WA110-철근콘크리트구조 벽_BW4_T400                                                                                      , Basic Wall: WA110-철근콘크리트구조 벽_BW4_T400
IfcIfcSlab                , Floors                , Floor                                    , E25       , "Floor: A1-14-03A-시멘트모르타르(고름용), 도막방수, 시멘트모르타르(보호용), 자기질타일 (90mm)"                                      , "Floor: A1-14-03A-시멘트모르타르(고름용), 도막방수, 시멘트모르타르(보호용), 자기질타일 (90mm)"                                      , "Floor: A1-14-03A-시멘트모르타르(고름용), 도막방수, 시멘트모르타르(보호용), 자기질타일 (90mm)"
                          , Structural Framing    , BM110-철근콘크리트구조 보                , E23       , BM110-철근콘크리트구조 보: BM110-철근 콘크리트구조 보_B1B3_400 x 800                                                                , BM110-철근콘크리트구조 보: BM110-철근 콘크리트구조 보_B1B3_400 x 800                                                                , BM110-철근콘크리트구조 보: BM110-철근 콘크리트구조 보_B1B3_400 x 800
                          , Furniture             , FN322-사무용 책상 세트 1인(아크릴) Type 1, E81       , FN322-사무용 책상 세트 1인(아크릴) Type 1: FN322-사무용 책상 세트 1인(아크릴) Type 1 1444x1500x1220                                 , FN322-사무용 책상 세트 1인(아크릴) Type 1: FN322-사무용 책상 세트 1인(아크릴) Type 1 1444x1500x1220                                 , FN322-사무용 책상 세트 1인(아크릴) Type 1: FN322-사무용 책상 세트 1인(아크릴) Type 1 1444x1500x1220
IfcIfcBeam                , Structural Framing    , BM110-철근콘크리트구조 보                , E23       , BM110-철근콘크리트구조 보: BM110-철근 콘크리트구조 보_1B5_400 x 800                                                                 , BM110-철근콘크리트구조 보: BM110-철근 콘크리트구조 보_1B5_400 x 800                                                                 , BM110-철근콘크리트구조 보: BM110-철근 콘크리트구조 보_1B5_400 x 800
IfcIfcWall                , Walls                 , Basic Wall                               , E24       , Basic Wall: WA110-철근콘크리트구조 벽_BW4_T500                                                                                      , Basic Wall: WA110-철근콘크리트구조 벽_BW4_T500                                                                                      , Basic Wall: WA110-철근콘크리트구조 벽_BW4_T500
                          , Structural Framing    , BM110-철근콘크리트구조 보                , E23       , BM110-철근콘크리트구조 보: BM110-철근 콘크리트구조 보_RG9_500 x 500                                                                 , BM110-철근콘크리트구조 보: BM110-철근 콘크리트구조 보_RG9_500 x 500                                                                 , BM110-철근콘크리트구조 보: BM110-철근 콘크리트구조 보_RG9_500 x 500
                          , Structural Framing    , BM110-철근콘크리트구조 보                , E23       , BM110-철근콘크리트구조 보: BM110-철근 콘크리트구조 보_2-10G11_500 x 400                                                             , BM110-철근콘크리트구조 보: BM110-철근 콘크리트구조 보_2-10G11_500 x 400                                                             , BM110-철근콘크리트구조 보: BM110-철근 콘크리트구조 보_2-10G11_500 x 400
                          , Structural Framing    , BM110-철근콘크리트구조 보                , E23       , BM110-철근콘크리트구조 보: BM110-철근 콘크리트구조 보_-1WG1_400 x 850                                                               , BM110-철근콘크리트구조 보: BM110-철근 콘크리트구조 보_-1WG1_400 x 850                                                               , BM110-철근콘크리트구조 보: BM110-철근 콘크리트구조 보_-1WG1_400 x 850
                          , Walls                 , Basic Wall                               , E24       , Basic Wall: WA110-철근콘크리트구조 벽_CW2_T200                                                                                      , Basic Wall: WA110-철근콘크리트구조 벽_CW2_T200                                                                                      , Basic Wall: WA110-철근콘크리트구조 벽_CW2_T200
                          , Furniture             , FN611-사각 등받이 조합소파               , E81       , FN611-사각 등받이 조합소파: FN611-사각 등받이 조합소파 TYPE-3 1500x645x723                                                          , FN611-사각 등받이 조합소파: FN611-사각 등받이 조합소파 TYPE-3 1500x645x723                                                          , FN611-사각 등받이 조합소파: FN611-사각 등받이 조합소파 TYPE-3 1500x645x723
IfcIfcBeam                , Structural Framing    , BM110-철근콘크리트구조 보                , E23       , BM110-철근콘크리트구조 보: BM110-철근 콘크리트구조 보_RG5_500 x 500                                                                 , BM110-철근콘크리트구조 보: BM110-철근 콘크리트구조 보_RG5_500 x 500                                                                 , BM110-철근콘크리트구조 보: BM110-철근 콘크리트구조 보_RG5_500 x 500
                          , Structural Framing    , BM110-철근콘크리트구조 보                , E23       , BM110-철근콘크리트구조 보: BM110-철근 콘크리트구조 보_B1-1G2_400 x 850                                                              , BM110-철근콘크리트구조 보: BM110-철근 콘크리트구조 보_B1-1G2_400 x 850                                                              , BM110-철근콘크리트구조 보: BM110-철근 콘크리트구조 보_B1-1G2_400 x 850
IfcIfcWallStandardCase    , Walls                 , Basic Wall                               , E24       , Basic Wall: WA110-철근콘크리트구조 벽_BW2_T500                                                                                      , Basic Wall: WA110-철근콘크리트구조 벽_BW2_T500                                                                                      , Basic Wall: WA110-철근콘크리트구조 벽_BW2_T500
                          , Structural Framing    , BM110-철근콘크리트구조 보                , E23       , BM110-철근콘크리트구조 보: BM110-철근 콘크리트구조 보_2-10G2_400 x 400                                                              , BM110-철근콘크리트구조 보: BM110-철근 콘크리트구조 보_2-10G2_400 x 400                                                              , BM110-철근콘크리트구조 보: BM110-철근 콘크리트구조 보_2-10G2_400 x 400
                          , Walls                 , Basic Wall                               , E24       , Basic Wall: WA110-철근콘크리트구조 벽_BW3_T500                                                                                      , Basic Wall: WA110-철근콘크리트구조 벽_BW3_T500                                                                                      , Basic Wall: WA110-철근콘크리트구조 벽_BW3_T500
                          , Plumbing Fixtures     , PF213-스톨형 소변기                      , E71215    , PF213-스톨형 소변기: PF213-스톨형 소변기                                                                                            , PF213-스톨형 소변기: PF213-스톨형 소변기                                                                                            , PF213-스톨형 소변기: PF213-스톨형 소변기
                          , Floors                , Floor                                    , E251      , Floor: SL110-철근콘크리트구조 바닥_B2-B1RaS1_THK300                                                                                 , Floor: SL110-철근콘크리트구조 바닥_B2-B1RaS1_THK300                                                                                 , Floor: SL110-철근콘크리트구조 바닥_B2-B1RaS1_THK300
IfcIfcBeam                , Structural Framing    , BM110-철근콘크리트구조 보                , E23       , BM110-철근콘크리트구조 보: BM110-철근 콘크리트구조 보_2-10G6_400 x 400                                                              , BM110-철근콘크리트구조 보: BM110-철근 콘크리트구조 보_2-10G6_400 x 400                                                              , BM110-철근콘크리트구조 보: BM110-철근 콘크리트구조 보_2-10G6_400 x 400
                          , Plumbing Fixtures     , PF411-평면붙임형 세면기                  , E71225    , PF411-평면붙임형 세면기: PF411-평면붙임형 세면기                                                                                    , PF411-평면붙임형 세면기: PF411-평면붙임형 세면기                                                                                    , PF411-평면붙임형 세면기: PF411-평면붙임형 세면기
IfcIfcBuildingElementProxy, Generic Models        , SE251-기본주차                           , E77       , SE251-기본주차: SE251-기본주차 확장형                                                                                               , SE251-기본주차: SE251-기본주차 확장형                                                                                               , SE251-기본주차: SE251-기본주차 확장형
                          , Furniture             , PF581-대변기 칸막이                      , E714      , PF581-대변기 칸막이: PF581-대변기 칸막이(왼쪽) 970*1430*1900                                                                        , PF581-대변기 칸막이: PF581-대변기 칸막이(왼쪽) 970*1430*1900                                                                        , PF581-대변기 칸막이: PF581-대변기 칸막이(왼쪽) 970*1430*1900
IfcIfcWallStandardCase    , Walls                 , Basic Wall                               , E24       , "Basic Wall: A2-26-01A-압출스치로품, 금속 긴결철물, 금속외장패널 (150mm)"                                                           , "Basic Wall: A2-26-01A-압출스치로품, 금속 긴결철물, 금속외장패널 (150mm)"                                                           , "Basic Wall: A2-26-01A-압출스치로품, 금속 긴결철물, 금속외장패널 (150mm)"
IfcIfcBeam                , Structural Framing    , BM110-철근콘크리트구조 보                , E23       , BM110-철근콘크리트구조 보: BM110-철근 콘크리트구조 보_RG6_400 x 500                                                                 , BM110-철근콘크리트구조 보: BM110-철근 콘크리트구조 보_RG6_400 x 500                                                                 , BM110-철근콘크리트구조 보: BM110-철근 콘크리트구조 보_RG6_400 x 500
IfcIfcFlowTerminal        , Plumbing Fixtures     , PF231-장애인용 소변기                    , E71215    , PF231-장애인용 소변기: PF231-장애인용 소변기                                                                                        , PF231-장애인용 소변기: PF231-장애인용 소변기                                                                                        , PF231-장애인용 소변기: PF231-장애인용 소변기
                          , Furniture             , PF581-대변기 칸막이                      , E714      , PF581-대변기 칸막이: PF581-대변기 칸막이(오른쪽) 1300*950*1900                                                                      , PF581-대변기 칸막이: PF581-대변기 칸막이(오른쪽) 1300*950*1900                                                                      , PF581-대변기 칸막이: PF581-대변기 칸막이(오른쪽) 1300*950*1900
IfcIfcFurnishingElement   , Furniture             , FN611-사각 등받이 조합소파               , E81       , FN611-사각 등받이 조합소파: FN611-사각 등받이 조합소파 TYPE-3 1500x645x723                                                          , FN611-사각 등받이 조합소파: FN611-사각 등받이 조합소파 TYPE-3 1500x645x723                                                          , FN611-사각 등받이 조합소파: FN611-사각 등받이 조합소파 TYPE-3 1500x645x723
IfcIfcBeam                , Structural Framing    , BM110-철근콘크리트구조 보                , E23       , BM110-철근콘크리트구조 보: BM110-철근 콘크리트구조 보_RB2_400 x 500                                                                 , BM110-철근콘크리트구조 보: BM110-철근 콘크리트구조 보_RB2_400 x 500                                                                 , BM110-철근콘크리트구조 보: BM110-철근 콘크리트구조 보_RB2_400 x 500
                          , Floors                , Floor                                    , E251      , Floor: SL110-철근콘크리트구조 바닥_B1S5_THK150                                                                                      , Floor: SL110-철근콘크리트구조 바닥_B1S5_THK150                                                                                      , Floor: SL110-철근콘크리트구조 바닥_B1S5_THK150
                          , Floors                , Floor                                    , E25       , "Floor: A1-15-09B-쇠흙손마감, 침투성방수(2차), 시멘트모르타르(보호용), 와이어매쉬(#8 150x150), 무근콘크리트, 대리석(물갈기) (200mm)", "Floor: A1-15-09B-쇠흙손마감, 침투성방수(2차), 시멘트모르타르(보호용), 와이어매쉬(#8 150x150), 무근콘크리트, 대리석(물갈기) (200mm)", "Floor: A1-15-09B-쇠흙손마감, 침투성방수(2차), 시멘트모르타르(보호용), 와이어매쉬(#8 150x150), 무근콘크리트, 대리석(물갈기) (200mm)"
                          , Walls                 , Basic Wall                               , E24       , Basic Wall: WA110-철근콘크리트구조 벽_BW3_T400                                                                                      , Basic Wall: WA110-철근콘크리트구조 벽_BW3_T400                                                                                      , Basic Wall: WA110-철근콘크리트구조 벽_BW3_T400
                          , Furniture             , PF581-대변기 칸막이                      , E714      , PF581-대변기 칸막이: PF581-대변기 칸막이(오른쪽) 1300*900*2400                                                                      , PF581-대변기 칸막이: PF581-대변기 칸막이(오른쪽) 1300*900*2400                                                                      , PF581-대변기 칸막이: PF581-대변기 칸막이(오른쪽) 1300*900*2400
IfcIfcColumn              , Structural Columns    , CL111-철근콘크리트구조 기둥 (각형)       , E22       , CL111-철근콘크리트구조 기둥 (각형): CL111-철근콘크리트구조 기둥 (각형)_8-10C2_700x700                                               , CL111-철근콘크리트구조 기둥 (각형): CL111-철근콘크리트구조 기둥 (각형)_8-10C2_700x700                                               , CL111-철근콘크리트구조 기둥 (각형): CL111-철근콘크리트구조 기둥 (각형)_8-10C2_700x700
IfcIfcFurnishingElement   , Furniture             , PF581-대변기 칸막이                      , E714      , PF581-대변기 칸막이: PF581-대변기 칸막이(오른쪽) 1300*950*2400                                                                      , PF581-대변기 칸막이: PF581-대변기 칸막이(오른쪽) 1300*950*2400                                                                      , PF581-대변기 칸막이: PF581-대변기 칸막이(오른쪽) 1300*950*2400
IfcIfcColumn              , Structural Columns    , CL111-철근콘크리트구조 기둥 (각형)       , E22       , CL111-철근콘크리트구조 기둥 (각형): CL111-철근콘크리트구조 기둥 (각형)_B2-B2C12_600x600                                             , CL111-철근콘크리트구조 기둥 (각형): CL111-철근콘크리트구조 기둥 (각형)_B2-B2C12_600x600                                             , CL111-철근콘크리트구조 기둥 (각형): CL111-철근콘크리트구조 기둥 (각형)_B2-B2C12_600x600
IfcIfcWallStandardCase    , Walls                 , Basic Wall                               , E24       , Basic Wall: WA110-철근콘크리트구조 벽_BW4_T400                                                                                      , Basic Wall: WA110-철근콘크리트구조 벽_BW4_T400                                                                                      , Basic Wall: WA110-철근콘크리트구조 벽_BW4_T400
IfcIfcFurnishingElement   , Furniture             , FN122-회의 테이블 세트(6인)              , E81       , FN122-회의 테이블 세트(6인): FN122-회의 테이블 세트(6인) 5200x3400                                                                  , FN122-회의 테이블 세트(6인): FN122-회의 테이블 세트(6인) 5200x3400                                                                  , FN122-회의 테이블 세트(6인): FN122-회의 테이블 세트(6인) 5200x3400
                          , Structural Framing    , BM110-철근콘크리트구조 보                , E23       , BM110-철근콘크리트구조 보: BM110-철근 콘크리트구조 보_2-10B1_400 x 400                                                              , BM110-철근콘크리트구조 보: BM110-철근 콘크리트구조 보_2-10B1_400 x 400                                                              , BM110-철근콘크리트구조 보: BM110-철근 콘크리트구조 보_2-10B1_400 x 400
                          , Structural Framing    , BM110-철근콘크리트구조 보                , E23       , BM110-철근콘크리트구조 보: BM110-철근 콘크리트구조 보_2-10G1_400 x 400                                                              , BM110-철근콘크리트구조 보: BM110-철근 콘크리트구조 보_2-10G1_400 x 400                                                              , BM110-철근콘크리트구조 보: BM110-철근 콘크리트구조 보_2-10G1_400 x 400
IfcIfcFurnishingElement   , Furniture             , FN113-소파(4인용)                        , E81       , FN113-소파(4인용): FN113-소파(4인용) 2900x950                                                                                       , FN113-소파(4인용): FN113-소파(4인용) 2900x950                                                                                       , FN113-소파(4인용): FN113-소파(4인용) 2900x950
IfcIfcBeam                , Structural Framing    , BM110-철근콘크리트구조 보                , E23       , BM110-철근콘크리트구조 보: BM110-철근 콘크리트구조 보_1B6_300 x 800                                                                 , BM110-철근콘크리트구조 보: BM110-철근 콘크리트구조 보_1B6_300 x 800                                                                 , BM110-철근콘크리트구조 보: BM110-철근 콘크리트구조 보_1B6_300 x 800
                          , Generic Models        , SE251-기본주차                           , E77       , SE251-기본주차: SE251-기본주차 여성전용일반형                                                                                       , SE251-기본주차: SE251-기본주차 여성전용일반형                                                                                       , SE251-기본주차: SE251-기본주차 여성전용일반형
IfcIfcSlab                , Floors                , Floor                                    , E251      , Floor: SL110-철근콘크리트구조 바닥_B2-B1RaS1_THK300                                                                                 , Floor: SL110-철근콘크리트구조 바닥_B2-B1RaS1_THK300                                                                                 , Floor: SL110-철근콘크리트구조 바닥_B2-B1RaS1_THK300
IfcIfcBeam                , Structural Framing    , BM110-철근콘크리트구조 보                , E23       , BM110-철근콘크리트구조 보: BM110-철근 콘크리트구조 보_RG7_400 x 500                                                                 , BM110-철근콘크리트구조 보: BM110-철근 콘크리트구조 보_RG7_400 x 500                                                                 , BM110-철근콘크리트구조 보: BM110-철근 콘크리트구조 보_RG7_400 x 500
                          , Floors                , Floor                                    , E251      , Floor: SL110-철근콘크리트구조 바닥_2-10S2_THK150                                                                                    , Floor: SL110-철근콘크리트구조 바닥_2-10S2_THK150                                                                                    , Floor: SL110-철근콘크리트구조 바닥_2-10S2_THK150
IfcIfcBeam                , Structural Framing    , BM110-철근콘크리트구조 보                , E23       , BM110-철근콘크리트구조 보: BM110-철근 콘크리트구조 보_B1-1B2_400 x 800                                                              , BM110-철근콘크리트구조 보: BM110-철근 콘크리트구조 보_B1-1B2_400 x 800                                                              , BM110-철근콘크리트구조 보: BM110-철근 콘크리트구조 보_B1-1B2_400 x 800
IfcIfcBeam                , Structural Framing    , BM110-철근콘크리트구조 보                , E23       , BM110-철근콘크리트구조 보: BM110-철근 콘크리트구조 보_2-10G2_400 x 400                                                              , BM110-철근콘크리트구조 보: BM110-철근 콘크리트구조 보_2-10G2_400 x 400                                                              , BM110-철근콘크리트구조 보: BM110-철근 콘크리트구조 보_2-10G2_400 x 400
                          , Floors                , Floor                                    , E251      , Floor: SL110-철근콘크리트구조 바닥_RS3_THK150                                                                                       , Floor: SL110-철근콘크리트구조 바닥_RS3_THK150                                                                                       , Floor: SL110-철근콘크리트구조 바닥_RS3_THK150
IfcIfcWallStandardCase    , Walls                 , Basic Wall                               , E24       , Basic Wall: WA211-시멘트벽돌(일반) 벽 (0.5B) 90mm                                                                                   , Basic Wall: WA211-시멘트벽돌(일반) 벽 (0.5B) 90mm                                                                                   , Basic Wall: WA211-시멘트벽돌(일반) 벽 (0.5B) 90mm
IfcIfcColumn              , Structural Columns    , CL120-철골구조 기둥                      , E22       , CL120-철골구조 기둥: CL120-철골구조 H형강(H-200x200) 기둥_SC11_H-200x200x8x12                                                       , CL120-철골구조 기둥: CL120-철골구조 H형강(H-200x200) 기둥_SC11_H-200x200x8x12                                                       , CL120-철골구조 기둥: CL120-철골구조 H형강(H-200x200) 기둥_SC11_H-200x200x8x12
IfcIfcSlab                , Floors                , Floor                                    , E251      , Floor: SL110-철근콘크리트구조 바닥_B1S5_THK150                                                                                      , Floor: SL110-철근콘크리트구조 바닥_B1S5_THK150                                                                                      , Floor: SL110-철근콘크리트구조 바닥_B1S5_THK150
                          , Floors                , Floor                                    , E251      , Floor: SL110-철근콘크리트구조 바닥_2-10S4_THK150                                                                                    , Floor: SL110-철근콘크리트구조 바닥_2-10S4_THK150                                                                                    , Floor: SL110-철근콘크리트구조 바닥_2-10S4_THK150
                          , Floors                , Floor                                    , E251      , Floor: SL110-철근콘크리트구조 바닥_PRS1_THK150                                                                                      , Floor: SL110-철근콘크리트구조 바닥_PRS1_THK150                                                                                      , Floor: SL110-철근콘크리트구조 바닥_PRS1_THK150
                          , Structural Columns    , CL111-철근콘크리트구조 기둥 (각형)       , E22       , CL111-철근콘크리트구조 기둥 (각형): CL111-철근콘크리트구조 기둥 (각형)_B2-B1C11_500x500                                             , CL111-철근콘크리트구조 기둥 (각형): CL111-철근콘크리트구조 기둥 (각형)_B2-B1C11_500x500                                             , CL111-철근콘크리트구조 기둥 (각형): CL111-철근콘크리트구조 기둥 (각형)_B2-B1C11_500x500
IfcIfcBeam                , Structural Framing    , BM110-철근콘크리트구조 보                , E23       , BM110-철근콘크리트구조 보: BM110-철근 콘크리트구조 보_RWG1_400 x 500                                                                , BM110-철근콘크리트구조 보: BM110-철근 콘크리트구조 보_RWG1_400 x 500                                                                , BM110-철근콘크리트구조 보: BM110-철근 콘크리트구조 보_RWG1_400 x 500
                          , Structural Columns    , CL111-철근콘크리트구조 기둥 (각형)       , E22       , CL111-철근콘크리트구조 기둥 (각형): CL111-철근콘크리트구조 기둥 (각형)_8-10C2_700x700                                               , CL111-철근콘크리트구조 기둥 (각형): CL111-철근콘크리트구조 기둥 (각형)_8-10C2_700x700                                               , CL111-철근콘크리트구조 기둥 (각형): CL111-철근콘크리트구조 기둥 (각형)_8-10C2_700x700
                          , Structural Framing    , BM110-철근콘크리트구조 보                , E23       , BM110-철근콘크리트구조 보: BM110-철근 콘크리트구조 보_B1-1G3_400 x 850                                                              , BM110-철근콘크리트구조 보: BM110-철근 콘크리트구조 보_B1-1G3_400 x 850                                                              , BM110-철근콘크리트구조 보: BM110-철근 콘크리트구조 보_B1-1G3_400 x 850
IfcIfcBeam                , Structural Framing    , BM110-철근콘크리트구조 보                , E23       , BM110-철근콘크리트구조 보: BM110-철근 콘크리트구조 보_RB3_400 x 500                                                                 , BM110-철근콘크리트구조 보: BM110-철근 콘크리트구조 보_RB3_400 x 500                                                                 , BM110-철근콘크리트구조 보: BM110-철근 콘크리트구조 보_RB3_400 x 500
                          , Structural Columns    , CL111-철근콘크리트구조 기둥 (각형)       , E22       , CL111-철근콘크리트구조 기둥 (각형): CL111-철근콘크리트구조 기둥 (각형)_B2-B2C12_600x600                                             , CL111-철근콘크리트구조 기둥 (각형): CL111-철근콘크리트구조 기둥 (각형)_B2-B2C12_600x600                                             , CL111-철근콘크리트구조 기둥 (각형): CL111-철근콘크리트구조 기둥 (각형)_B2-B2C12_600x600
IfcIfcCovering            , Ceilings              , Compound Ceiling                         , E36       , "Compound Ceiling: A1-45-06A-경량철골천장틀(M-Bar), 열경화성수지(300x300x1.2mm) (2mm) TYPE-D"                                       , "Compound Ceiling: A1-45-06A-경량철골천장틀(M-Bar), 열경화성수지(300x300x1.2mm) (2mm) TYPE-D"                                       , "Compound Ceiling: A1-45-06A-경량철골천장틀(M-Bar), 열경화성수지(300x300x1.2mm) (2mm) TYPE-D"
                          , Curtain Panels        , CW300-THK24.Low-e coating glass          , E336      , CW300-THK24.Low-e coating glass: CW300-THK24.Low-e coating glass                                                                    , CW300-THK24.Low-e coating glass: CW300-THK24.Low-e coating glass                                                                    , CW300-THK24.Low-e coating glass: CW300-THK24.Low-e coating glass
IfcIfcBeam                , Structural Framing    , BM110-철근콘크리트구조 보                , E23       , BM110-철근콘크리트구조 보: BM110-철근 콘크리트구조 보_2-10G11_500 x 400                                                             , BM110-철근콘크리트구조 보: BM110-철근 콘크리트구조 보_2-10G11_500 x 400                                                             , BM110-철근콘크리트구조 보: BM110-철근 콘크리트구조 보_2-10G11_500 x 400
IfcIfcWall                , Walls                 , Basic Wall                               , E24       , "Basic Wall: A1-32-07A-콘크리트면정리, 바닥방수연장, 시멘트모르타르(미장용), 수성페인트(내부) (24mm)"                               , "Basic Wall: A1-32-07A-콘크리트면정리, 바닥방수연장, 시멘트모르타르(미장용), 수성페인트(내부) (24mm)"                               , "Basic Wall: A1-32-07A-콘크리트면정리, 바닥방수연장, 시멘트모르타르(미장용), 수성페인트(내부) (24mm)"
IfcIfcBeam                , Structural Framing    , BM110-철근콘크리트구조 보                , E23       , BM110-철근콘크리트구조 보: BM110-철근 콘크리트구조 보_-1WG1_400 x 850                                                               , BM110-철근콘크리트구조 보: BM110-철근 콘크리트구조 보_-1WG1_400 x 850                                                               , BM110-철근콘크리트구조 보: BM110-철근 콘크리트구조 보_-1WG1_400 x 850
                          , Floors                , Floor                                    , E251      , Floor: SL110-철근콘크리트구조 바닥_B1S4_THK200                                                                                      , Floor: SL110-철근콘크리트구조 바닥_B1S4_THK200                                                                                      , Floor: SL110-철근콘크리트구조 바닥_B1S4_THK200
IfcIfcBuildingElementProxy, Generic Models        , SE251-기본주차                           , E77       , SE251-기본주차: SE251-기본주차 여성전용일반형                                                                                       , SE251-기본주차: SE251-기본주차 여성전용일반형                                                                                       , SE251-기본주차: SE251-기본주차 여성전용일반형
                          , Structural Framing    , BM110-철근콘크리트구조 보                , E23       , BM110-철근콘크리트구조 보: BM110-철근 콘크리트구조 보_2-10G7_400 x 400                                                              , BM110-철근콘크리트구조 보: BM110-철근 콘크리트구조 보_2-10G7_400 x 400                                                              , BM110-철근콘크리트구조 보: BM110-철근 콘크리트구조 보_2-10G7_400 x 400
IfcIfcBeam                , Structural Framing    , BM110-철근콘크리트구조 보                , E23       , BM110-철근콘크리트구조 보: BM110-철근 콘크리트구조 보_B1-1G2_400 x 850                                                              , BM110-철근콘크리트구조 보: BM110-철근 콘크리트구조 보_B1-1G2_400 x 850                                                              , BM110-철근콘크리트구조 보: BM110-철근 콘크리트구조 보_B1-1G2_400 x 850
IfcIfcSlab                , Roofs                 , Basic Roof                               , E26       ,                                                                                                                                     ,                                                                                                                                     , 
                          , Structural Framing    , BM110-철근콘크리트구조 보                , E23       , BM110-철근콘크리트구조 보: BM110-철근 콘크리트구조 보_RWG2_400 x 500                                                                , BM110-철근콘크리트구조 보: BM110-철근 콘크리트구조 보_RWG2_400 x 500                                                                , BM110-철근콘크리트구조 보: BM110-철근 콘크리트구조 보_RWG2_400 x 500
IfcIfcFurnishingElement   , Furniture             , FN111-바스툴 웨이브 고정형               , E81       , FN111-바스툴 웨이브 고정형: FN111-바스툴 웨이브 고정형 풋링 650x650x1000                                                            , FN111-바스툴 웨이브 고정형: FN111-바스툴 웨이브 고정형 풋링 650x650x1000                                                            , FN111-바스툴 웨이브 고정형: FN111-바스툴 웨이브 고정형 풋링 650x650x1000
IfcIfcColumn              , Structural Columns    , CL111-철근콘크리트구조 기둥 (각형)       , E22       , CL111-철근콘크리트구조 기둥 (각형): CL111-철근콘크리트구조 기둥 (각형)_5-6C1_700x700                                                , CL111-철근콘크리트구조 기둥 (각형): CL111-철근콘크리트구조 기둥 (각형)_5-6C1_700x700                                                , CL111-철근콘크리트구조 기둥 (각형): CL111-철근콘크리트구조 기둥 (각형)_5-6C1_700x700
                          , Structural Framing    , BM110-철근콘크리트구조 보                , E23       , BM110-철근콘크리트구조 보: BM110-철근 콘크리트구조 보_RB1_400 x 500                                                                 , BM110-철근콘크리트구조 보: BM110-철근 콘크리트구조 보_RB1_400 x 500                                                                 , BM110-철근콘크리트구조 보: BM110-철근 콘크리트구조 보_RB1_400 x 500
IfcIfcFlowTerminal        , Plumbing Fixtures     , PF411-평면붙임형 세면기                  , E71225    , PF411-평면붙임형 세면기: PF411-평면붙임형 세면기                                                                                    , PF411-평면붙임형 세면기: PF411-평면붙임형 세면기                                                                                    , PF411-평면붙임형 세면기: PF411-평면붙임형 세면기
